"Step","sgd - deltas.deltas.stage_3.4.conv_a"
"129","{""values"":[1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,3,3,0,4,4,3,5,7,2,5,1,1,0,2,2,0,1,0,0,2,2,0,2,2,2,0,0,0,0,1,0,0,0,0,0,1],""_type"":""histogram"",""bins"":[0.005896408576518297,0.00863419326924486,0.011371977961971425,0.014109762654697988,0.016847547347424552,0.019585332040151116,0.02232311673287768,0.025060901425604243,0.027798686118330806,0.03053647081105737,0.033274255503783934,0.0360120401965105,0.03874982488923706,0.041487609581963625,0.04422539427469019,0.04696317896741675,0.049700963660143316,0.05243874835286988,0.05517653304559644,0.05791431773832301,0.06065210243104957,0.06338988712377613,0.0661276718165027,0.06886545650922926,0.07160324120195583,0.07434102589468239,0.07707881058740895,0.07981659528013552,0.08255437997286208,0.08529216466558864,0.08802994935831521,0.09076773405104177,0.09350551874376833,0.0962433034364949,0.09898108812922146,0.10171887282194803,0.10445665751467459,0.10719444220740115,0.10993222690012772,0.11267001159285428,0.11540779628558084,0.11814558097830741,0.12088336567103397,0.12362115036376053,0.1263589350564871,0.12909671974921366,0.13183450444194023,0.1345722891346668,0.13731007382739335,0.14004785852011992,0.14278564321284648,0.14552342790557304,0.1482612125982996,0.15099899729102617,0.15373678198375273,0.1564745666764793,0.15921235136920586,0.16195013606193243,0.164687920754659,0.16742570544738555,0.17016349014011212,0.17290127483283868,0.17563905952556524,0.1783768442182918,0.18111462891101837]}"
"130","{""values"":[1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,3,2,1,6,0,1,2,2,5,4,2,6,3,1,1,1,0,1,1,1,2,0,2,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,2],""_type"":""histogram"",""bins"":[0.006886858958750963,0.00972186394938035,0.012556868940009736,0.015391873930639122,0.018226878921268508,0.021061883911897894,0.02389688890252728,0.026731893893156666,0.029566898883786052,0.03240190387441544,0.035236908865044825,0.03807191385567421,0.0409069188463036,0.04374192383693298,0.04657692882756237,0.049411933818191756,0.05224693880882114,0.05508194379945053,0.057916948790079914,0.0607519537807093,0.06358695877133869,0.06642196376196807,0.06925696875259746,0.07209197374322684,0.07492697873385623,0.07776198372448562,0.080596988715115,0.08343199370574439,0.08626699869637378,0.08910200368700316,0.09193700867763255,0.09477201366826193,0.09760701865889132,0.1004420236495207,0.10327702864015009,0.10611203363077948,0.10894703862140886,0.11178204361203825,0.11461704860266764,0.11745205359329702,0.12028705858392641,0.1231220635745558,0.12595706856518518,0.12879207355581457,0.13162707854644395,0.13446208353707334,0.13729708852770273,0.1401320935183321,0.1429670985089615,0.14580210349959088,0.14863710849022027,0.15147211348084966,0.15430711847147904,0.15714212346210843,0.15997712845273782,0.1628121334433672,0.1656471384339966,0.16848214342462597,0.17131714841525536,0.17415215340588475,0.17698715839651413,0.17982216338714352,0.1826571683777729,0.1854921733684023,0.18832717835903168]}"
"131","{""values"":[1,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,2,0,0,1,2,0,2,3,4,2,2,1,2,2,2,4,3,2,2,2,2,2,1,4,2,0,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2],""_type"":""histogram"",""bins"":[0.007768935989588499,0.010613151018333156,0.013457366047077812,0.01630158107582247,0.019145796104567125,0.021990011133311782,0.02483422616205644,0.027678441190801095,0.030522656219545752,0.03336687124829041,0.036211086277035065,0.03905530130577972,0.04189951633452438,0.044743731363269035,0.04758794639201369,0.05043216142075835,0.053276376449503005,0.05612059147824766,0.05896480650699232,0.061809021535736974,0.06465323656448163,0.06749745159322629,0.07034166662197094,0.0731858816507156,0.07603009667946026,0.07887431170820491,0.08171852673694957,0.08456274176569423,0.08740695679443888,0.09025117182318354,0.0930953868519282,0.09593960188067285,0.09878381690941751,0.10162803193816217,0.10447224696690682,0.10731646199565148,0.11016067702439614,0.11300489205314079,0.11584910708188545,0.1186933221106301,0.12153753713937476,0.12438175216811942,0.12722596719686408,0.13007018222560873,0.1329143972543534,0.13575861228309805,0.1386028273118427,0.14144704234058736,0.14429125736933202,0.14713547239807667,0.14997968742682133,0.15282390245556599,0.15566811748431064,0.1585123325130553,0.16135654754179996,0.1642007625705446,0.16704497759928927,0.16988919262803392,0.17273340765677858,0.17557762268552324,0.1784218377142679,0.18126605274301255,0.1841102677717572,0.18695448280050186,0.18979869782924652]}"
"132","{""_type"":""histogram"",""values"":[1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,3,1,1,0,2,0,3,6,3,5,5,3,0,0,2,2,1,2,0,2,1,2,2,3,1,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1],""bins"":[0.006147364154458046,0.00937194106518291,0.012596517975907773,0.015821094886632636,0.0190456717973575,0.022270248708082363,0.025494825618807226,0.02871940252953209,0.03194397944025695,0.03516855635098182,0.03839313326170668,0.04161771017243154,0.04484228708315641,0.04806686399388127,0.051291440904606134,0.054516017815331,0.05774059472605586,0.060965171636780724,0.06418974854750559,0.06741432545823045,0.07063890236895531,0.07386347927968018,0.07708805619040504,0.0803126331011299,0.08353721001185477,0.08676178692257963,0.0899863638333045,0.09321094074402936,0.09643551765475422,0.09966009456547908,0.10288467147620395,0.10610924838692881,0.10933382529765368,0.11255840220837854,0.1157829791191034,0.11900755602982827,0.12223213294055313,0.125456709851278,0.12868128676200286,0.13190586367272772,0.13513044058345258,0.13835501749417745,0.1415795944049023,0.14480417131562717,0.14802874822635204,0.1512533251370769,0.15447790204780176,0.15770247895852663,0.1609270558692515,0.16415163277997635,0.16737620969070122,0.17060078660142608,0.17382536351215094,0.1770499404228758,0.18027451733360067,0.18349909424432553,0.1867236711550504,0.18994824806577526,0.19317282497650012,0.196397401887225,0.19962197879794985,0.20284655570867471,0.20607113261939958,0.20929570953012444,0.2125202864408493]}"
"133","{""values"":[1,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,2,2,2,0,5,4,2,0,2,4,4,2,2,0,4,0,1,2,1,1,0,3,1,0,0,2,2,2,0,2,0,0,0,0,0,0,0,1],""_type"":""histogram"",""bins"":[0.008161422796547413,0.01146084773063194,0.014760272664716467,0.018059697598800994,0.02135912253288552,0.02465854746697005,0.027957972401054576,0.0312573973351391,0.03455682226922363,0.03785624720330816,0.041155672137392685,0.04445509707147721,0.04775452200556174,0.051053946939646266,0.054353371873730794,0.05765279680781532,0.06095222174189985,0.06425164667598438,0.0675510716100689,0.07085049654415343,0.07414992147823796,0.07744934641232248,0.08074877134640701,0.08404819628049154,0.08734762121457607,0.09064704614866059,0.09394647108274512,0.09724589601682965,0.10054532095091417,0.1038447458849987,0.10714417081908323,0.11044359575316776,0.11374302068725228,0.11704244562133681,0.12034187055542134,0.12364129548950586,0.1269407204235904,0.13024014535767492,0.13353957029175945,0.13683899522584397,0.1401384201599285,0.14343784509401303,0.14673727002809756,0.15003669496218208,0.1533361198962666,0.15663554483035114,0.15993496976443566,0.1632343946985202,0.16653381963260472,0.16983324456668925,0.17313266950077377,0.1764320944348583,0.17973151936894283,0.18303094430302735,0.18633036923711188,0.1896297941711964,0.19292921910528094,0.19622864403936546,0.19952806897345,0.20282749390753452,0.20612691884161904,0.20942634377570357,0.2127257687097881,0.21602519364387263,0.21932461857795715]}"
"134","{""values"":[1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2,1,0,4,1,0,0,3,2,8,2,2,2,2,6,4,4,1,1,0,2,0,3,0,0,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1],""_type"":""histogram"",""bins"":[0.00786404125392437,0.011277559242444113,0.014691077230963856,0.0181045952194836,0.021518113208003342,0.024931631196523085,0.02834514918504283,0.03175866717356257,0.035172185162082314,0.03858570315060206,0.0419992211391218,0.045412739127641544,0.04882625711616129,0.05223977510468103,0.05565329309320077,0.059066811081720516,0.06248032907024026,0.06589384705876,0.06930736504727975,0.07272088303579949,0.07613440102431923,0.07954791901283897,0.08296143700135872,0.08637495498987846,0.0897884729783982,0.09320199096691795,0.09661550895543769,0.10002902694395743,0.10344254493247718,0.10685606292099692,0.11026958090951666,0.1136830988980364,0.11709661688655615,0.12051013487507589,0.12392365286359563,0.12733717085211538,0.13075068884063512,0.13416420682915486,0.1375777248176746,0.14099124280619435,0.1444047607947141,0.14781827878323384,0.15123179677175358,0.15464531476027332,0.15805883274879307,0.1614723507373128,0.16488586872583255,0.1682993867143523,0.17171290470287204,0.17512642269139178,0.17853994067991152,0.18195345866843127,0.185366976656951,0.18878049464547075,0.1921940126339905,0.19560753062251024,0.19902104861102998,0.20243456659954973,0.20584808458806947,0.2092616025765892,0.21267512056510895,0.2160886385536287,0.21950215654214844,0.22291567453066818,0.22632919251918793]}"
"135","{""values"":[1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,3,1,2,4,2,2,5,8,4,1,3,1,2,4,1,1,0,1,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1],""_type"":""histogram"",""bins"":[0.0073310816660523415,0.011367657090886496,0.01540423251572065,0.019440807940554805,0.02347738336538896,0.027513958790223114,0.03155053421505727,0.03558710963989142,0.03962368506472558,0.04366026048955973,0.04769683591439389,0.05173341133922804,0.055769986764062196,0.05980656218889635,0.0638431376137305,0.06787971303856466,0.07191628846339881,0.07595286388823297,0.07998943931306712,0.08402601473790128,0.08806259016273543,0.09209916558756959,0.09613574101240374,0.1001723164372379,0.10420889186207205,0.1082454672869062,0.11228204271174036,0.11631861813657451,0.12035519356140867,0.12439176898624282,0.12842834441107698,0.13246491983591113,0.1365014952607453,0.14053807068557944,0.1445746461104136,0.14861122153524775,0.1526477969600819,0.15668437238491606,0.16072094780975021,0.16475752323458437,0.16879409865941852,0.17283067408425268,0.17686724950908683,0.180903824933921,0.18494040035875514,0.1889769757835893,0.19301355120842345,0.1970501266332576,0.20108670205809176,0.20512327748292591,0.20915985290776007,0.21319642833259422,0.21723300375742838,0.22126957918226253,0.2253061546070967,0.22934273003193084,0.233379305456765,0.23741588088159915,0.2414524563064333,0.24548903173126746,0.24952560715610161,0.25356218258093577,0.2575987580057699,0.2616353334306041,0.26567190885543823]}"
"136","{""values"":[1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,1,3,1,1,2,2,4,3,4,2,2,3,2,1,1,1,3,2,1,2,2,1,3,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,1],""_type"":""histogram"",""bins"":[0.006682900246232748,0.00995373915793607,0.013224578069639392,0.016495416981342714,0.019766255893046036,0.02303709480474936,0.02630793371645268,0.029578772628156003,0.032849611539859325,0.03612045045156265,0.03939128936326597,0.04266212827496929,0.04593296718667261,0.049203806098375935,0.05247464501007926,0.05574548392178258,0.0590163228334859,0.06228716174518922,0.06555800065689255,0.06882883956859587,0.07209967848029919,0.07537051739200251,0.07864135630370583,0.08191219521540916,0.08518303412711248,0.0884538730388158,0.09172471195051912,0.09499555086222244,0.09826638977392577,0.10153722868562909,0.10480806759733241,0.10807890650903573,0.11134974542073905,0.11462058433244238,0.1178914232441457,0.12116226215584902,0.12443310106755234,0.12770393997925567,0.130974778890959,0.1342456178026623,0.13751645671436563,0.14078729562606895,0.14405813453777228,0.1473289734494756,0.15059981236117892,0.15387065127288224,0.15714149018458556,0.16041232909628889,0.1636831680079922,0.16695400691969553,0.17022484583139885,0.17349568474310217,0.1767665236548055,0.18003736256650882,0.18330820147821214,0.18657904038991546,0.18984987930161878,0.1931207182133221,0.19639155712502543,0.19966239603672875,0.20293323494843207,0.2062040738601354,0.20947491277183872,0.21274575168354204,0.21601659059524536]}"
"137","{""values"":[1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,1,2,1,1,2,2,3,5,3,3,0,1,0,4,3,1,0,1,3,2,3,2,1,1,2,1,0,0,1,1,1,0,1,0,1,0,0,0,2],""_type"":""histogram"",""bins"":[0.006435006856918335,0.009270976297557354,0.012106945738196373,0.014942915178835392,0.01777888461947441,0.02061485406011343,0.02345082350075245,0.026286792941391468,0.029122762382030487,0.031958731822669506,0.034794701263308525,0.037630670703947544,0.04046664014458656,0.04330260958522558,0.0461385790258646,0.04897454846650362,0.05181051790714264,0.05464648734778166,0.05748245678842068,0.060318426229059696,0.06315439566969872,0.06599036511033773,0.06882633455097675,0.07166230399161577,0.07449827343225479,0.07733424287289381,0.08017021231353283,0.08300618175417185,0.08584215119481087,0.08867812063544989,0.0915140900760889,0.09435005951672792,0.09718602895736694,0.10002199839800596,0.10285796783864498,0.105693937279284,0.10852990671992302,0.11136587616056204,0.11420184560120106,0.11703781504184008,0.1198737844824791,0.12270975392311811,0.12554572336375713,0.12838169280439615,0.13121766224503517,0.1340536316856742,0.1368896011263132,0.13972557056695223,0.14256154000759125,0.14539750944823027,0.14823347888886929,0.1510694483295083,0.15390541777014732,0.15674138721078634,0.15957735665142536,0.16241332609206438,0.1652492955327034,0.16808526497334242,0.17092123441398144,0.17375720385462046,0.17659317329525948,0.1794291427358985,0.1822651121765375,0.18510108161717653,0.18793705105781555]}"
"138","{""_type"":""histogram"",""values"":[1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,2,0,0,1,1,1,0,0,3,2,5,4,2,3,6,1,3,4,0,0,1,0,1,2,1,3,0,2,1,1,1,0,0,2,0,1,0,1],""bins"":[0.0069622802548110485,0.009967342550226022,0.012972404845640995,0.015977467141055968,0.01898252943647094,0.021987591731885914,0.024992654027300887,0.02799771632271586,0.031002778618130833,0.034007840913545806,0.03701290320896078,0.04001796550437575,0.043023027799790725,0.0460280900952057,0.04903315239062067,0.052038214686035644,0.05504327698145062,0.05804833927686559,0.06105340157228056,0.06405846386769554,0.06706352616311051,0.07006858845852548,0.07307365075394046,0.07607871304935543,0.0790837753447704,0.08208883764018537,0.08509389993560035,0.08809896223101532,0.0911040245264303,0.09410908682184527,0.09711414911726024,0.10011921141267521,0.10312427370809019,0.10612933600350516,0.10913439829892013,0.1121394605943351,0.11514452288975008,0.11814958518516505,0.12115464748058002,0.124159709775995,0.12716477207140997,0.13016983436682494,0.13317489666223992,0.1361799589576549,0.13918502125306986,0.14219008354848484,0.1451951458438998,0.14820020813931478,0.15120527043472975,0.15421033273014473,0.1572153950255597,0.16022045732097467,0.16322551961638965,0.16623058191180462,0.1692356442072196,0.17224070650263457,0.17524576879804954,0.1782508310934645,0.18125589338887949,0.18426095568429446,0.18726601797970943,0.1902710802751244,0.19327614257053938,0.19628120486595435,0.19928626716136932]}"
"139","{""values"":[1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,6,3,2,2,1,2,4,6,1,2,2,3,0,3,3,1,0,1,0,1,1,2,3,1,1,0,0,0,2,0,0,0,0,0,1],""_type"":""histogram"",""bins"":[0.006257951259613037,0.009221059270203114,0.01218416728079319,0.015147275291383266,0.018110383301973343,0.02107349131256342,0.024036599323153496,0.026999707333743572,0.02996281534433365,0.032925923354923725,0.0358890313655138,0.03885213937610388,0.041815247386693954,0.04477835539728403,0.04774146340787411,0.050704571418464184,0.05366767942905426,0.05663078743964434,0.05959389545023441,0.06255700346082449,0.06552011147141457,0.06848321948200464,0.07144632749259472,0.0744094355031848,0.07737254351377487,0.08033565152436495,0.08329875953495502,0.0862618675455451,0.08922497555613518,0.09218808356672525,0.09515119157731533,0.09811429958790541,0.10107740759849548,0.10404051560908556,0.10700362361967564,0.10996673163026571,0.11292983964085579,0.11589294765144587,0.11885605566203594,0.12181916367262602,0.1247822716832161,0.12774537969380617,0.13070848770439625,0.13367159571498632,0.1366347037255764,0.13959781173616648,0.14256091974675655,0.14552402775734663,0.1484871357679367,0.15145024377852678,0.15441335178911686,0.15737645979970694,0.160339567810297,0.1633026758208871,0.16626578383147717,0.16922889184206724,0.17219199985265732,0.1751551078632474,0.17811821587383747,0.18108132388442755,0.18404443189501762,0.1870075399056077,0.18997064791619778,0.19293375592678785,0.19589686393737793]}"
"140","{""values"":[1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,2,0,0,1,2,1,2,1,2,3,4,3,3,2,2,1,1,2,2,3,1,1,1,3,1,1,2,0,1,1,1,1,0,2,0,0,0,0,1,0,0,0,1],""_type"":""histogram"",""bins"":[0.007579290773719549,0.010942659668216947,0.014306028562714346,0.017669397457211744,0.021032766351709142,0.02439613524620654,0.02775950414070394,0.031122873035201337,0.034486241929698735,0.037849610824196134,0.04121297971869353,0.04457634861319093,0.04793971750768833,0.05130308640218573,0.054666455296683125,0.058029824191180523,0.06139319308567792,0.06475656198017532,0.06811993087467272,0.07148329976917012,0.07484666866366751,0.07821003755816491,0.08157340645266231,0.08493677534715971,0.08830014424165711,0.0916635131361545,0.0950268820306519,0.0983902509251493,0.1017536198196467,0.1051169887141441,0.1084803576086415,0.1118437265031389,0.1152070953976363,0.11857046429213369,0.12193383318663109,0.1252972020811285,0.1286605709756259,0.13202393987012329,0.13538730876462068,0.13875067765911808,0.14211404655361548,0.14547741544811288,0.14884078434261028,0.15220415323710768,0.15556752213160507,0.15893089102610247,0.16229425992059987,0.16565762881509727,0.16902099770959467,0.17238436660409207,0.17574773549858946,0.17911110439308686,0.18247447328758426,0.18583784218208166,0.18920121107657906,0.19256457997107645,0.19592794886557385,0.19929131776007125,0.20265468665456865,0.20601805554906605,0.20938142444356345,0.21274479333806084,0.21610816223255824,0.21947153112705564,0.22283490002155304]}"
"141","{""_type"":""histogram"",""values"":[1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,2,1,1,0,1,0,1,1,2,3,3,3,2,5,0,2,2,2,2,3,2,1,1,3,1,1,4,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1],""bins"":[0.007873023860156536,0.011560447586816736,0.015247871313476935,0.018935295040137134,0.022622718766797334,0.026310142493457533,0.029997566220117733,0.03368498994677793,0.03737241367343813,0.04105983740009833,0.04474726112675853,0.04843468485341873,0.05212210858007893,0.05580953230673913,0.05949695603339933,0.06318437976005953,0.06687180348671973,0.07055922721337993,0.07424665094004013,0.07793407466670033,0.08162149839336053,0.08530892212002072,0.08899634584668092,0.09268376957334112,0.09637119330000132,0.10005861702666152,0.10374604075332172,0.10743346447998192,0.11112088820664212,0.11480831193330232,0.11849573565996252,0.12218315938662272,0.12587058311328292,0.12955800683994312,0.13324543056660332,0.13693285429326352,0.14062027801992372,0.14430770174658392,0.14799512547324412,0.15168254919990432,0.15536997292656451,0.15905739665322471,0.1627448203798849,0.1664322441065451,0.1701196678332053,0.1738070915598655,0.1774945152865257,0.1811819390131859,0.1848693627398461,0.1885567864665063,0.1922442101931665,0.1959316339198267,0.1996190576464869,0.2033064813731471,0.2069939050998073,0.2106813288264675,0.2143687525531277,0.2180561762797879,0.2217436000064481,0.2254310237331083,0.2291184474597685,0.2328058711864287,0.2364932949130889,0.2401807186397491,0.2438681423664093]}"
